"job_title","job_description","requirements","benefits","employment_type","required_experience","required_education","job_function","industry","job_id_or_ref_code","posting_date","expiration_date","company_name","company_profile","company_website","company_size","company_type","company_founded_year","company_social_media_links__-","job_location","interview_location","remote_status","relocation_assistance","application_link_or_email","application_method_type","response_time_claimed","application_deadline","recruiter_name_or_agency","recruiter_contact_info","hiring_manager_name","salary_info_raw","stock_options","relocation_package","job_posting_source","number_of_positions","logo_present","attachments__-","posting_frequency","posting_consistency","external_reviews_available","profile_photos_included","is_real"
"Data Entry Operator (Tech Projects)","Work-from-home data entry role for tech projects. Earn 15k-30k. Flexible hours. Apply via WhatsApp now!","Basic typing skills, Internet access","Work from home, Flexible hours","Part-time","0-1 years","","Data Entry","IT Services","","2025-04-28","","DataEntryEasy Tech","","","","","","https://wa.link/dataentrytech123","Remote","","Remote","False","https://wa.link/dataentrytech123","WhatsApp","Within 24 hours","","Ravi Kumar","","","₹15,000 - ₹30,000 per month","False","False","LinkedIn","15","False","","High","Inconsistent","False","False","0"
"Web Developer - Fresher","Work-from-home web developer role. Earn 20k-45k. No experience needed. Apply via WhatsApp now!","Basic HTML/CSS knowledge, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Web Development","IT Services","","2025-04-27","","WebEasy Tech","","","","","","https://wa.link/webdeveloper123","Remote","","Remote","False","https://wa.link/webdeveloper123","WhatsApp","Within 24 hours","","Pooja Sharma","","","₹20,000 - ₹45,000 per month","False","False","Naukri","10","False","","High","Inconsistent","False","False","0"
"Mobile App Developer - Fresher","Work-from-home mobile app developer role. Earn 25k-60k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Mobile App Development","IT Services","","2025-04-26","","AppEasy Tech","","","","","","https://wa.link/mobileappdev123","Remote","","Remote","False","https://wa.link/mobileappdev123","WhatsApp","Within 24 hours","","Rohit Sharma","","","₹25,000 - ₹60,000 per month","False","False","LinkedIn","5","False","","High","Inconsistent","False","False","0"
"Network Support Associate","Work-from-home network support role. Earn 20k-50k. Flexible hours. Apply via WhatsApp now!","Basic computer knowledge, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Network Support","IT Services","","2025-04-25","","NetworkEasy Tech","","","","","","https://wa.link/networksupport123","Remote","","Remote","False","https://wa.link/networksupport123","WhatsApp","Within 24 hours","","Suman Rao","","","₹20,000 - ₹50,000 per month","False","False","LinkedIn","7","False","","High","Inconsistent","False","False","0"
"QA Engineer - Fresher","Work-from-home QA engineer role. Earn 20k-45k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Quality Assurance","IT Services","","2025-04-24","","QAEasy Tech","","","","","","https://wa.link/qaengineer123","Remote","","Remote","False","https://wa.link/qaengineer123","WhatsApp","Within 24 hours","","Riya Patel","","","₹20,000 - ₹45,000 per month","False","False","Naukri","10","False","","High","Inconsistent","False","False","0"
"Tech Support Chat Executive","Work-from-home tech support chat role. Earn 15k-35k. Flexible hours. Apply via WhatsApp now!","Good communication skills, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Customer Support","IT Services","","2025-04-23","","TechSupportEasy Inc.","","","","","","https://wa.link/techsupportchat123","Remote","","Remote","False","https://wa.link/techsupportchat123","WhatsApp","Within 24 hours","","Ankit Verma","","","₹15,000 - ₹35,000 per month","False","False","LinkedIn","15","False","","High","Inconsistent","False","False","0"
"Full Stack Developer - Fresher","Work-from-home full stack developer role. Earn 25k-60k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Software Development","IT Services","","2025-04-22","","FullStackEasy Tech","","","","","","https://wa.link/fullstackdev123","Remote","","Remote","False","https://wa.link/fullstackdev123","WhatsApp","Within 24 hours","","Rohit Sharma","","","₹25,000 - ₹60,000 per month","False","False","LinkedIn","5","False","","High","Inconsistent","False","False","0"
"System Administrator - Fresher","Work-from-home system admin role. Earn 20k-50k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","System Administration","IT Services","","2025-04-21","","SysAdminEasy Tech","","","","","","https://wa.link/sysadmin123","Remote","","Remote","False","https://wa.link/sysadmin123","WhatsApp","Within 24 hours","","Suman Rao","","","₹20,000 - ₹50,000 per month","False","False","LinkedIn","7","False","","High","Inconsistent","False","False","0"
"Data Scientist - Fresher","Work-from-home data scientist role. Earn 25k-60k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Data Science","IT Services","","2025-04-20","","DataSciEasy Tech","","","","","","https://wa.link/datascientist123","Remote","","Remote","False","https://wa.link/datascientist123","WhatsApp","Within 24 hours","","Riya Patel","","","₹25,000 - ₹60,000 per month","False","False","Naukri","5","False","","High","Inconsistent","False","False","0"
"Tech Support Associate (Non-Voice)","Work-from-home non-voice tech support role. Earn 15k-35k. Flexible hours. Apply via WhatsApp now!","Good communication skills, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Customer Support","IT Services","","2025-04-19","","TechSupportEasy Inc.","","","","","","https://wa.link/techsupportnonvoice123","Remote","","Remote","False","https://wa.link/techsupportnonvoice123","WhatsApp","Within 24 hours","","Ankit Verma","","","₹15,000 - ₹35,000 per month","False","False","LinkedIn","15","False","","High","Inconsistent","False","False","0"
"Software Developer - Fresher","Work-from-home software developer role. Earn 20k-40k. No coding experience needed. Apply via WhatsApp now!","Basic computer knowledge, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Software Development","IT Services","","2025-04-18","","TechEasy Solutions","","","","","","https://wa.link/softwaredev456","Remote","","Remote","False","https://wa.link/softwaredev456","WhatsApp","Within 24 hours","","Ravi Sharma","","","₹20,000 - ₹40,000 per month","False","False","LinkedIn","20","False","","High","Inconsistent","False","False","0"
"IT Support Associate","Immediate joining for IT support role. Work-from-home. Salary negotiable. Apply via WhatsApp now!","Any degree, Freshers welcome","Work from home, Flexible hours","Full-time","0-2 years","Graduation Not Required","IT Support","IT Services","","2025-04-17","","Creative Hands HR","","","","","","https://wa.link/itsupport456","Chennai, Bengaluru, Hyderabad","","Remote","False","https://wa.link/itsupport456","WhatsApp","","","Priya Gupta","","","₹2,50,000 - ₹3,50,000 per annum","False","False","Naukri","10","True","","High","Inconsistent","False","False","0"
"Data Analyst - Fresher","Work-from-home data analyst role. Earn 15k-35k. No experience needed. Apply via WhatsApp now!","Basic Excel skills, Internet access","Work from home, Flexible hours","Part-time","0-1 years","","Data Analysis","Analytics / KPO","","2025-04-16","","DataEasy Analytics","","","","","","https://wa.link/dataanalyst456","Remote","","Remote","False","https://wa.link/dataanalyst456","WhatsApp","Within 24 hours","","Suresh Kumar","","","₹15,000 - ₹35,000 per month","False","False","LinkedIn","15","False","","High","Inconsistent","False","False","0"
"Tech Support Chat Associate","Work-from-home tech support chat role. Earn 20k-40k. Flexible hours. Apply via WhatsApp now!","Good communication skills, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Customer Support","IT Services","","2025-04-15","","SupportEasy Tech","","","","","","https://wa.link/techsupport456","Remote","","Remote","False","https://wa.link/techsupport456","WhatsApp","Within 24 hours","","Anjali Sharma","","","₹20,000 - ₹40,000 per month","False","False","LinkedIn","12","False","","High","Inconsistent","False","False","0"
"Backend Developer - Fresher","Work-from-home backend developer role. Earn 25k-50k. No coding experience needed. Apply via WhatsApp now!","Basic computer knowledge, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Software Development","IT Services","","2025-04-14","","BackendEasy Tech","","","","","","https://wa.link/backenddev456","Remote","","Remote","False","https://wa.link/backenddev456","WhatsApp","Within 24 hours","","Rohit Sharma","","","₹25,000 - ₹50,000 per month","False","False","Naukri","10","False","","High","Inconsistent","False","False","0"
"Frontend Developer - Fresher","Work-from-home frontend developer role. Earn 20k-45k. No experience needed. Apply via WhatsApp now!","Basic HTML knowledge, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Software Development","IT Services","","2025-04-13","","FrontendEasy Tech","","","","","","https://wa.link/frontenddev456","Remote","","Remote","False","https://wa.link/frontenddev456","WhatsApp","Within 24 hours","","Pooja Sharma","","","₹20,000 - ₹45,000 per month","False","False","LinkedIn","15","False","","High","Inconsistent","False","False","0"
"Cybersecurity Analyst - Fresher","Work-from-home cybersecurity analyst role. Earn 25k-60k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Cybersecurity","IT Services","","2025-04-12","","CyberEasy Solutions","","","","","","https://wa.link/cybersecurity456","Remote","","Remote","False","https://wa.link/cybersecurity456","WhatsApp","Within 24 hours","","Ankit Verma","","","₹25,000 - ₹60,000 per month","False","False","LinkedIn","5","False","","High","Inconsistent","False","False","0"
"Cloud Support Associate","Work-from-home cloud support role. Earn 20k-50k. Flexible hours. Apply via WhatsApp now!","Basic computer knowledge, Smartphone with internet","Work from home, High earnings","Part-time","0-1 years","","Cloud Support","IT Services","","2025-04-11","","CloudEasy Tech","","","","","","https://wa.link/cloudsupport456","Remote","","Remote","False","https://wa.link/cloudsupport456","WhatsApp","Within 24 hours","","Suman Rao","","","₹20,000 - ₹50,000 per month","False","False","LinkedIn","7","False","","High","Inconsistent","False","False","0"
"Database Administrator - Fresher","Work-from-home database admin role. Earn 20k-45k. No experience needed. Apply via WhatsApp now!","Basic SQL knowledge, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Database Administration","IT Services","","2025-04-10","","DBEasy Tech","","","","","","https://wa.link/databaseadmin456","Remote","","Remote","False","https://wa.link/databaseadmin456","WhatsApp","Within 24 hours","","Riya Patel","","","₹20,000 - ₹45,000 per month","False","False","Naukri","10","False","","High","Inconsistent","False","False","0"
"Tech Support Associate","Work-from-home tech support role. Earn 15k-35k. Flexible hours. Apply via WhatsApp now!","Good communication skills, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Customer Support","IT Services","","2025-04-09","","TechSupportEasy Inc.","","","","","","https://wa.link/techsupport789","Remote","","Remote","False","https://wa.link/techsupport789","WhatsApp","Within 24 hours","","Ankit Verma","","","₹15,000 - ₹35,000 per month","False","False","LinkedIn","15","False","","High","Inconsistent","False","False","0"
"Software Tester - Fresher","Work-from-home software tester role. Earn 20k-40k. No experience needed. Apply via WhatsApp now!","Basic computer skills, Smartphone with internet","Work from home, Flexible hours","Part-time","0-1 years","","Software Testing","IT Services","","2025-04-08","","TestEasy Tech","","","","","","https://wa.link/softwaretest456","Remote","","Remote","False","https://wa.link/softwaretest456","WhatsApp","Within 24 hours","","Suresh Kumar","","","₹20,000 - ₹40,000 per month","False","False","Naukri","10","False","","High","Inconsistent","False","False","0"
